record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-01-0394,Resistance evolution in ALK-positive tumors: study 394,"This study examines ALK-positive tumors through targeted escape, EGFR resistance, and line-of-therapy shift. It also discusses links to KRAS inhibitor and adaptive pathway, alongside patient stratification and early-phase trial.",2023,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 394 [SEP] This study examines ALK-positive tumors through targeted escape, EGFR resistance, and line-of-therapy shift. It also discusses links to KRAS inhibitor and adaptive pathway, alongside patient stratification and early-phase trial.",1,2,0.9919113313107291,Cluster 2,EGFR and ALK resistance,0.04059408379485916,0.026194775960686815,0.04059408379485916,0.026194775960686815,0.09425740899034674,0.2700095020224801
lung-cancer-02-0228,KRAS pathway development in pan-KRAS strategies: study 228,"This study examines pan-KRAS strategies through SHP2 biology, KRAS inhibitor, and combination rationale. It also discusses links to line-of-therapy shift and CNS metastasis, alongside validation cohort and dose optimization.",2020,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 228 [SEP] This study examines pan-KRAS strategies through SHP2 biology, KRAS inhibitor, and combination rationale. It also discusses links to line-of-therapy shift and CNS metastasis, alongside validation cohort and dose optimization.",3,4,0.9751287787668036,Cluster 4,KRAS development,0.10785930250750371,0.23609483542448315,0.10785930250750371,0.23609483542448315,0.3269422939085316,-0.057717367893419684
lung-cancer-04-0084,Molecular monitoring for longitudinal plasma genotyping: study 84,"This study examines longitudinal plasma genotyping through liquid biopsy, molecular monitoring, and plasma genotyping. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside dose optimization and mechanism of resistance.",2022,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 84 [SEP] This study examines longitudinal plasma genotyping through liquid biopsy, molecular monitoring, and plasma genotyping. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside dose optimization and mechanism of resistance.",20,21,0.9819280914508934,Cluster 21,ctDNA and monitoring,-0.27026963163035617,-0.17513544726780833,-0.27026963163035617,-0.17513544726780833,0.015064359813067505,0.04171689170963881
lung-cancer-04-0048,Molecular monitoring for longitudinal plasma genotyping: study 48,"This study examines longitudinal plasma genotyping through ctDNA surveillance, residual disease, and molecular monitoring. It also discusses links to co-mutation effect and tumor mutational burden, alongside clinical development and real-world evidence.",2022,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 48 [SEP] This study examines longitudinal plasma genotyping through ctDNA surveillance, residual disease, and molecular monitoring. It also discusses links to co-mutation effect and tumor mutational burden, alongside clinical development and real-world evidence.",20,21,0.9494551119315641,Cluster 21,ctDNA and monitoring,-0.2967874519958129,-0.14120034742282256,-0.2967874519958129,-0.14120034742282256,0.012046983551328144,0.04362597920642691
lung-cancer-x-0426,Integrated analysis of adaptive signaling with STK11 co-mutation: study 426,"This paper links KRAS inhibitor and SHP2 biology to selection logic and co-mutation effect. The framing emphasizes translational biomarker, molecular profiling, and validation cohort across mixed translational contexts.",2025,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 426 [SEP] This paper links KRAS inhibitor and SHP2 biology to selection logic and co-mutation effect. The framing emphasizes translational biomarker, molecular profiling, and validation cohort across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.04517206410792361,0.12696841728837738,-0.04517206410792361,0.12696841728837738,-0.2436989596125569,-0.3250646647048836
lung-cancer-01-0015,Resistance evolution in osimertinib escape: study 15,"This study examines osimertinib escape through targeted escape, CNS metastasis, and line-of-therapy shift. It also discusses links to longitudinal sampling and ctDNA surveillance, alongside mechanism of resistance and validation cohort.",2022,EGFR and ALK resistance,core,"Resistance evolution in osimertinib escape: study 15 [SEP] This study examines osimertinib escape through targeted escape, CNS metastasis, and line-of-therapy shift. It also discusses links to longitudinal sampling and ctDNA surveillance, alongside mechanism of resistance and validation cohort.",14,15,1.0,Cluster 15,EGFR and ALK resistance,-0.12894357390177016,0.022124926327941545,-0.12894357390177016,0.022124926327941545,0.023448876175732113,0.25138472725805733
lung-cancer-r-0068,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects ALK progression, feedback signaling, immune exclusion, and plasma genotyping. It frames the field around molecular profiling, clinical development, mechanism of resistance, and dose optimization.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects ALK progression, feedback signaling, immune exclusion, and plasma genotyping. It frames the field around molecular profiling, clinical development, mechanism of resistance, and dose optimization.",4,5,1.0,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.2906298193545933,0.05047241660555315,0.2906298193545933,0.05047241660555315,-0.1139662684980432,0.10570352315756411
lung-cancer-04-0101,Molecular monitoring for ctDNA resistance tracking: study 101,"This study examines ctDNA resistance tracking through plasma genotyping, residual disease, and liquid biopsy. It also discusses links to adaptive pathway and feedback signaling, alongside mechanism of resistance and molecular profiling.",2021,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 101 [SEP] This study examines ctDNA resistance tracking through plasma genotyping, residual disease, and liquid biopsy. It also discusses links to adaptive pathway and feedback signaling, alongside mechanism of resistance and molecular profiling.",15,16,1.0,Cluster 16,ctDNA and monitoring,-0.29831584601579264,-0.028133780477780312,-0.29831584601579264,-0.028133780477780312,0.044363111849097074,0.022868539797617694
lung-cancer-03-0091,Biomarker selection in STK11 co-mutation: study 91,"This study examines STK11 co-mutation through immune exclusion, checkpoint response, and co-mutation effect. It also discusses links to longitudinal sampling and molecular monitoring, alongside dose optimization and portfolio review.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 91 [SEP] This study examines STK11 co-mutation through immune exclusion, checkpoint response, and co-mutation effect. It also discusses links to longitudinal sampling and molecular monitoring, alongside dose optimization and portfolio review.",18,19,0.9978103822237935,Cluster 19,Immunotherapy biomarkers,-0.0346491720782768,-0.2125153087690014,-0.0346491720782768,-0.2125153087690014,-0.03619188874821483,-0.1533059171748204
lung-cancer-x-0112,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 112,"This paper links molecular monitoring and ctDNA surveillance to acquired resistance and line-of-therapy shift. The framing emphasizes clinical development, molecular profiling, and patient stratification across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 112 [SEP] This paper links molecular monitoring and ctDNA surveillance to acquired resistance and line-of-therapy shift. The framing emphasizes clinical development, molecular profiling, and patient stratification across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.27209553627178606,0.1314755002104932,-0.27209553627178606,0.1314755002104932,-0.26490107772691546,0.0003545195115440312
lung-cancer-01-0204,Resistance evolution in CNS progression: study 204,"This study examines CNS progression through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to molecular monitoring and longitudinal sampling, alongside translational biomarker and real-world evidence.",2025,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 204 [SEP] This study examines CNS progression through acquired resistance, EGFR resistance, and line-of-therapy shift. It also discusses links to molecular monitoring and longitudinal sampling, alongside translational biomarker and real-world evidence.",13,14,0.949426684827648,Cluster 14,EGFR and ALK resistance,-0.11933349202304376,-0.0014511081819146311,-0.11933349202304376,-0.0014511081819146311,0.046427792720702306,0.2485847973657032
lung-cancer-x-0419,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 419,"This paper links immune exclusion and selection logic to longitudinal sampling and liquid biopsy. The framing emphasizes dose optimization, early-phase trial, and molecular profiling across mixed translational contexts.",2024,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 419 [SEP] This paper links immune exclusion and selection logic to longitudinal sampling and liquid biopsy. The framing emphasizes dose optimization, early-phase trial, and molecular profiling across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.19494075471840444,0.007022380933427089,-0.19494075471840444,0.007022380933427089,-0.3160322430077935,-0.21103926463189043
